Scenario,Region,Sector,Process,Name,Description,Member
BASE,NI,IND,PLPPPR-PH-STM_HW-GEO-Heat15,PLPPPR-PH-STM_HW-GEO-Heat15_NRGI,-,INDGEO
BASE,NI,IND,PLPPPR-PH-STM_HW-NGA-BLR15,PLPPPR-PH-STM_HW-NGA-BLR15_DEMO,-,PLPPPR-PH-STM_HW
BASE,NI,IND,PLPPPR-PH-STM_HW-NGA-BLR15,PLPPPR-PH-STM_HW-NGA-BLR15_NRGI,-,INDNGA
BASE,NI,IND,PLPPPR-PH-STM_HW-WOD-BLR15,PLPPPR-PH-STM_HW-WOD-BLR15_DEMO,-,PLPPPR-PH-STM_HW
BASE,NI,IND,PLPPPR-PH-STM_HW-WOD-BLR15,PLPPPR-PH-STM_HW-WOD-BLR15_NRGI,-,INDWOD
BASE,NI,IND,PLPPPR-Pump-ELC-Pump15,PLPPPR-Pump-ELC-Pump15_DEMO,-,PLPPPR-Pump
BASE,NI,IND,PLPPPR-Pump-ELC-Pump15,PLPPPR-Pump-ELC-Pump15_NRGI,-,INDELC
BASE,NI,IND,PLPPPR-Refin-ELC-REF15,PLPPPR-Refin-ELC-REF15_DEMO,-,PLPPPR-Refin
BASE,NI,IND,PLPPPR-Refin-ELC-REF15,PLPPPR-Refin-ELC-REF15_NRGI,-,INDELC
BASE,NI,IND,REFI-MoTP-Stat-ELC-Mtr15,REFI-MoTP-Stat-ELC-Mtr15_DEMO,-,REFI-MoTP-Stat
BASE,NI,IND,REFI-MoTP-Stat-ELC-Mtr15,REFI-MoTP-Stat-ELC-Mtr15_NRGI,-,INDELC
BASE,NI,IND,REFI-PH-FURN-NGA-Furn15,REFI-PH-FURN-NGA-Furn15_DEMO,-,REFI-PH-FURN
BASE,NI,IND,REFI-PH-FURN-NGA-Furn15,REFI-PH-FURN-NGA-Furn15_NRGI,-,INDNGA
BASE,NI,IND,REFI-PH-STM_HW-NGA-BLR15,REFI-PH-STM_HW-NGA-BLR15_DEMO,-,REFI-PH-STM_HW
BASE,NI,IND,REFI-PH-STM_HW-NGA-BLR15,REFI-PH-STM_HW-NGA-BLR15_NRGI,-,INDNGA
BASE,NI,IND,UREA-FDSTCK-NGA-FDSTCK15,UREA-FDSTCK-NGA-FDSTCK15_DEMO,-,UREA-FDSTCK
BASE,NI,IND,UREA-FDSTCK-NGA-FDSTCK15,UREA-FDSTCK-NGA-FDSTCK15_NRGI,-,NGA
BASE,NI,IND,UREA-REFRM-NGA15,UREA-REFRM-NGA15_DEMO,-,UREA-REFRM
BASE,NI,IND,UREA-REFRM-NGA15,UREA-REFRM-NGA15_NRGI,-,INDNGA
BASE,NI,IND,WOOD-AIR-ELC-CMPR15,WOOD-AIR-ELC-CMPR15_DEMO,-,WOOD-AIR
BASE,NI,IND,WOOD-AIR-ELC-CMPR15,WOOD-AIR-ELC-CMPR15_NRGI,-,INDELC
BASE,NI,IND,WOOD-Fan-ELC-Fan15,WOOD-Fan-ELC-Fan15_DEMO,-,WOOD-Fan
BASE,NI,IND,WOOD-Fan-ELC-Fan15,WOOD-Fan-ELC-Fan15_NRGI,-,INDELC
BASE,NI,IND,WOOD-MoTP-Stat-ELC-Mtr15,WOOD-MoTP-Stat-ELC-Mtr15_DEMO,-,WOOD-MoTP-Stat
BASE,NI,IND,WOOD-MoTP-Stat-ELC-Mtr15,WOOD-MoTP-Stat-ELC-Mtr15_NRGI,-,INDELC
BASE,NI,IND,WOOD-PH-FURN-NGA-Furn15,WOOD-PH-FURN-NGA-Furn15_DEMO,-,WOOD-PH-FURN
BASE,NI,IND,WOOD-PH-FURN-NGA-Furn15,WOOD-PH-FURN-NGA-Furn15_NRGI,-,INDNGA
BASE,NI,IND,WOOD-PH-STM_HW-COA-BLR15,WOOD-PH-STM_HW-COA-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-COA-BLR15,WOOD-PH-STM_HW-COA-BLR15_NRGI,-,INDCOA
BASE,NI,IND,WOOD-PH-STM_HW-DSL-BLR15,WOOD-PH-STM_HW-DSL-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-DSL-BLR15,WOOD-PH-STM_HW-DSL-BLR15_NRGI,-,INDDSL
BASE,NI,IND,WOOD-PH-STM_HW-ELC-BLR15,WOOD-PH-STM_HW-ELC-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-ELC-BLR15,WOOD-PH-STM_HW-ELC-BLR15_NRGI,-,INDELC
BASE,NI,IND,WOOD-PH-STM_HW-FOL-BLR15,WOOD-PH-STM_HW-FOL-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-FOL-BLR15,WOOD-PH-STM_HW-FOL-BLR15_NRGI,-,INDFOL
BASE,NI,IND,WOOD-PH-STM_HW-GEO-Heat15,WOOD-PH-STM_HW-GEO-Heat15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-GEO-Heat15,WOOD-PH-STM_HW-GEO-Heat15_NRGI,-,INDGEO
BASE,NI,IND,WOOD-PH-STM_HW-NGA-BLR15,WOOD-PH-STM_HW-NGA-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-NGA-BLR15,WOOD-PH-STM_HW-NGA-BLR15_NRGI,-,INDNGA
BASE,NI,IND,WOOD-PH-STM_HW-WOD-BLR15,WOOD-PH-STM_HW-WOD-BLR15_DEMO,-,WOOD-PH-STM_HW
BASE,NI,IND,WOOD-PH-STM_HW-WOD-BLR15,WOOD-PH-STM_HW-WOD-BLR15_NRGI,-,INDWOD
BASE,NI,IND,WOOD-Pump-ELC-Pump15,WOOD-Pump-ELC-Pump15_DEMO,-,WOOD-Pump
BASE,NI,IND,WOOD-Pump-ELC-Pump15,WOOD-Pump-ELC-Pump15_NRGI,-,INDELC
BASE,NI,IND,WOOD-Refin-ELC-Refinery15,WOOD-Refin-ELC-Refinery15_DEMO,-,WOOD-Refin
BASE,NI,IND,WOOD-Refin-ELC-Refinery15,WOOD-Refin-ELC-Refinery15_NRGI,-,INDELC
BASE,NI,OTH,ADCF-IRG-IrgVSD_ELC00,ADCF-IRG-IrgVSD_ELC00_DEMO,-,ADCF-IRG
BASE,NI,OTH,ADCF-IRG-IrgVSD_ELC00,ADCF-IRG-IrgVSD_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-IRG-Irg_ELC00,ADCF-IRG-Irg_ELC00_DEMO,-,ADCF-IRG
BASE,NI,OTH,ADCF-IRG-Irg_ELC00,ADCF-IRG-Irg_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-LIG-LT_ELC00,ADCF-LIG-LT_ELC00_DEMO,-,ADCF-LIG
BASE,NI,OTH,ADCF-LIG-LT_ELC00,ADCF-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-MoTP-Mob-Bike-_PET00,ADCF-MoTP-Mob-Bike-_PET00_DEMO,-,ADCF-MoTP-Mob-Bike
BASE,NI,OTH,ADCF-MoTP-Mob-Bike-_PET00,ADCF-MoTP-Mob-Bike-_PET00_NRGI,-,AGRPET
BASE,NI,OTH,ADCF-MoTP-Mob-MTr-_DSL00,ADCF-MoTP-Mob-MTr-_DSL00_DEMO,-,ADCF-MoTP-Mob-MTr
BASE,NI,OTH,ADCF-MoTP-Mob-MTr-_DSL00,ADCF-MoTP-Mob-MTr-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,ADCF-MoTP-Mob-Trac-_DSL00,ADCF-MoTP-Mob-Trac-_DSL00_DEMO,-,ADCF-MoTP-Mob-Trac
BASE,NI,OTH,ADCF-MoTP-Mob-Trac-_DSL00,ADCF-MoTP-Mob-Trac-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,ADCF-MoTP-Mob-Uti-_DSL00,ADCF-MoTP-Mob-Uti-_DSL00_DEMO,-,ADCF-MoTP-Mob-Uti
BASE,NI,OTH,ADCF-MoTP-Mob-Uti-_DSL00,ADCF-MoTP-Mob-Uti-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,ADCF-MoTP-Stat-VPVSD_ELC00,ADCF-MoTP-Stat-VPVSD_ELC00_DEMO,-,ADCF-MoTP-Stat
BASE,NI,OTH,ADCF-MoTP-Stat-VPVSD_ELC00,ADCF-MoTP-Stat-VPVSD_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-MoTP-Stat-VacP_ELC00,ADCF-MoTP-Stat-VacP_ELC00_DEMO,-,ADCF-MoTP-Stat
BASE,NI,OTH,ADCF-MoTP-Stat-VacP_ELC00,ADCF-MoTP-Stat-VacP_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-PUMP-Pump_ELC00,ADCF-PUMP-Pump_ELC00_DEMO,-,ADCF-PUMP
BASE,NI,OTH,ADCF-PUMP-Pump_ELC00,ADCF-PUMP-Pump_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-RFGR-HRECSys_ELC00,ADCF-RFGR-HRECSys_ELC00_DEMO,-,ADCF-RFGR
BASE,NI,OTH,ADCF-RFGR-HRECSys_ELC00,ADCF-RFGR-HRECSys_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-RFGR-RF_ELC00,ADCF-RFGR-RF_ELC00_DEMO,-,ADCF-RFGR
BASE,NI,OTH,ADCF-RFGR-RF_ELC00,ADCF-RFGR-RF_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-WH-Cylinder_ELC00,ADCF-WH-Cylinder_ELC00_DEMO,-,ADCF-WH
BASE,NI,OTH,ADCF-WH-Cylinder_ELC00,ADCF-WH-Cylinder_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ADCF-WH-Hreco_ELC00,ADCF-WH-Hreco_ELC00_DEMO,-,ADCF-WH
BASE,NI,OTH,ADCF-WH-Hreco_ELC00,ADCF-WH-Hreco_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AFISH-BOAT-Boat_DSL00,AFISH-BOAT-Boat_DSL00_DEMO,-,AFISH-BOAT
BASE,NI,OTH,AFISH-BOAT-Boat_DSL00,AFISH-BOAT-Boat_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AFISH-BOAT-Boat_FOL00,AFISH-BOAT-Boat_FOL00_DEMO,-,AFISH-BOAT
BASE,NI,OTH,AFISH-BOAT-Boat_FOL00,AFISH-BOAT-Boat_FOL00_NRGI,-,AGRFOL
BASE,NI,OTH,AFISH-LIG-LT_ELC00,AFISH-LIG-LT_ELC00_DEMO,-,AFISH-LIG
BASE,NI,OTH,AFISH-LIG-LT_ELC00,AFISH-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AFISH-RFGR-RF_ELC00,AFISH-RFGR-RF_ELC00_DEMO,-,AFISH-RFGR
BASE,NI,OTH,AFISH-RFGR-RF_ELC00,AFISH-RFGR-RF_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AFORE-LIG-LT_ELC00,AFORE-LIG-LT_ELC00_DEMO,-,AFORE-LIG
BASE,NI,OTH,AFORE-LIG-LT_ELC00,AFORE-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AFORE-MoTP-Mob-CY-_DSL00,AFORE-MoTP-Mob-CY-_DSL00_DEMO,-,AFORE-MoTP-Mob-CY
BASE,NI,OTH,AFORE-MoTP-Mob-CY-_DSL00,AFORE-MoTP-Mob-CY-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AFORE-MoTP-Mob-GB-_DSL00,AFORE-MoTP-Mob-GB-_DSL00_DEMO,-,AFORE-MoTP-Mob-GB
BASE,NI,OTH,AFORE-MoTP-Mob-GB-_DSL00,AFORE-MoTP-Mob-GB-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AFORE-MoTP-Stat-Motor_DSL00,AFORE-MoTP-Stat-Motor_DSL00_DEMO,-,AFORE-MoTP-Stat
BASE,NI,OTH,AFORE-MoTP-Stat-Motor_DSL00,AFORE-MoTP-Stat-Motor_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AFORE-MoTP-Stat-Motor_ELC00,AFORE-MoTP-Stat-Motor_ELC00_DEMO,-,AFORE-MoTP-Stat
BASE,NI,OTH,AFORE-MoTP-Stat-Motor_ELC00,AFORE-MoTP-Stat-Motor_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AHORT-IRG-IrgVSD_ELC00,AHORT-IRG-IrgVSD_ELC00_DEMO,-,AHORT-IRG
BASE,NI,OTH,AHORT-IRG-IrgVSD_ELC00,AHORT-IRG-IrgVSD_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AHORT-IRG-Irg_ELC00,AHORT-IRG-Irg_ELC00_DEMO,-,AHORT-IRG
BASE,NI,OTH,AHORT-IRG-Irg_ELC00,AHORT-IRG-Irg_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AHORT-LIG-LT_ELC00,AHORT-LIG-LT_ELC00_DEMO,-,AHORT-LIG
BASE,NI,OTH,AHORT-LIG-LT_ELC00,AHORT-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AHORT-MoTP-Mob-MTr-_DSL00,AHORT-MoTP-Mob-MTr-_DSL00_DEMO,-,AHORT-MoTP-Mob-MTr
BASE,NI,OTH,AHORT-MoTP-Mob-MTr-_DSL00,AHORT-MoTP-Mob-MTr-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AHORT-MoTP-Mob-Trac-_DSL00,AHORT-MoTP-Mob-Trac-_DSL00_DEMO,-,AHORT-MoTP-Mob-Trac
BASE,NI,OTH,AHORT-MoTP-Mob-Trac-_DSL00,AHORT-MoTP-Mob-Trac-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AHORT-MoTP-Mob-Uti-_DSL00,AHORT-MoTP-Mob-Uti-_DSL00_DEMO,-,AHORT-MoTP-Mob-Uti
BASE,NI,OTH,AHORT-MoTP-Mob-Uti-_DSL00,AHORT-MoTP-Mob-Uti-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AHORT-MoTP-Stat-Motor_DSL00,AHORT-MoTP-Stat-Motor_DSL00_DEMO,-,AHORT-MoTP-Stat
BASE,NI,OTH,AHORT-MoTP-Stat-Motor_DSL00,AHORT-MoTP-Stat-Motor_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AINDC-LIG-LT_ELC00,AINDC-LIG-LT_ELC00_DEMO,-,AINDC-LIG
BASE,NI,OTH,AINDC-LIG-LT_ELC00,AINDC-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AINDC-SH-Boiler_COA00,AINDC-SH-Boiler_COA00_DEMO,-,AINDC-SH
BASE,NI,OTH,AINDC-SH-Boiler_COA00,AINDC-SH-Boiler_COA00_NRGI,-,AGRCOA
BASE,NI,OTH,AINDC-SH-Boiler_DSL00,AINDC-SH-Boiler_DSL00_DEMO,-,AINDC-SH
BASE,NI,OTH,AINDC-SH-Boiler_DSL00,AINDC-SH-Boiler_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AINDC-SH-Boiler_NGA00,AINDC-SH-Boiler_NGA00_DEMO,-,AINDC-SH
BASE,NI,OTH,AINDC-SH-Boiler_NGA00,AINDC-SH-Boiler_NGA00_NRGI,-,AGRNGA
BASE,NI,OTH,AINDC-SH-DH_GEO00,AINDC-SH-DH_GEO00_DEMO,-,AINDC-SH
BASE,NI,OTH,AINDC-SH-DH_GEO00,AINDC-SH-DH_GEO00_NRGI,-,AGRGEO
BASE,NI,OTH,ALIVE-IRG-IrgVSD_ELC00,ALIVE-IRG-IrgVSD_ELC00_DEMO,-,ALIVE-IRG
BASE,NI,OTH,ALIVE-IRG-IrgVSD_ELC00,ALIVE-IRG-IrgVSD_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ALIVE-IRG-Irg_ELC00,ALIVE-IRG-Irg_ELC00_DEMO,-,ALIVE-IRG
BASE,NI,OTH,ALIVE-IRG-Irg_ELC00,ALIVE-IRG-Irg_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ALIVE-LIG-LT_ELC00,ALIVE-LIG-LT_ELC00_DEMO,-,ALIVE-LIG
BASE,NI,OTH,ALIVE-LIG-LT_ELC00,ALIVE-LIG-LT_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,ALIVE-MoTP-Mob-Bike-_PET00,ALIVE-MoTP-Mob-Bike-_PET00_DEMO,-,ALIVE-MoTP-Mob-Bike
BASE,NI,OTH,ALIVE-MoTP-Mob-Bike-_PET00,ALIVE-MoTP-Mob-Bike-_PET00_NRGI,-,AGRPET
BASE,NI,OTH,ALIVE-MoTP-Mob-MTr-_DSL00,ALIVE-MoTP-Mob-MTr-_DSL00_DEMO,-,ALIVE-MoTP-Mob-MTr
BASE,NI,OTH,ALIVE-MoTP-Mob-MTr-_DSL00,ALIVE-MoTP-Mob-MTr-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,ALIVE-MoTP-Mob-Trac-_DSL00,ALIVE-MoTP-Mob-Trac-_DSL00_DEMO,-,ALIVE-MoTP-Mob-Trac
BASE,NI,OTH,ALIVE-MoTP-Mob-Trac-_DSL00,ALIVE-MoTP-Mob-Trac-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,ALIVE-MoTP-Mob-Uti-_DSL00,ALIVE-MoTP-Mob-Uti-_DSL00_DEMO,-,ALIVE-MoTP-Mob-Uti
BASE,NI,OTH,ALIVE-MoTP-Mob-Uti-_DSL00,ALIVE-MoTP-Mob-Uti-_DSL00_NRGI,-,AGRDSL
BASE,NI,OTH,AOTH-ELC-_ELC00,AOTH-ELC-_ELC00_DEMO,-,AOTH-ELC
BASE,NI,OTH,AOTH-ELC-_ELC00,AOTH-ELC-_ELC00_NRGI,-,AGRELC
BASE,NI,OTH,AOTH-FOL-_FOL00,AOTH-FOL-_FOL00_DEMO,-,AOTH-FOL
BASE,NI,OTH,AOTH-FOL-_FOL00,AOTH-FOL-_FOL00_NRGI,-,AGRFOL
BASE,NI,OTH,AOTH-LPG-_LPG00,AOTH-LPG-_LPG00_DEMO,-,AOTH-LPG
BASE,NI,OTH,AOTH-LPG-_LPG00,AOTH-LPG-_LPG00_NRGI,-,AGRLPG
BASE,NI,OTH,AOTH-NGA-_NGA00,AOTH-NGA-_NGA00_DEMO,-,AOTH-NGA
BASE,NI,OTH,AOTH-NGA-_NGA00,AOTH-NGA-_NGA00_NRGI,-,AGRNGA
BASE,NI,OTH,AOTH-PET-_PET00,AOTH-PET-_PET00_DEMO,-,AOTH-PET
BASE,NI,OTH,AOTH-PET-_PET00,AOTH-PET-_PET00_NRGI,-,AGRPET
BASE,NI,OTH,C_EDU-LT_FLU-ELC00,C_EDU-LT_FLU-ELC00_DEMO,-,C_EDU-LT
BASE,NI,OTH,C_EDU-LT_FLU-ELC00,C_EDU-LT_FLU-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-LT_INC-ELC00,C_EDU-LT_INC-ELC00_DEMO,-,C_EDU-LT
BASE,NI,OTH,C_EDU-LT_INC-ELC00,C_EDU-LT_INC-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-LT_LED-ELC00,C_EDU-LT_LED-ELC00_DEMO,-,C_EDU-LT
BASE,NI,OTH,C_EDU-LT_LED-ELC00,C_EDU-LT_LED-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-MPM_-DSL00,C_EDU-MPM_-DSL00_DEMO,-,C_EDU-MPM
BASE,NI,OTH,C_EDU-MPM_-DSL00,C_EDU-MPM_-DSL00_NRGI,-,COMDSL
BASE,NI,OTH,C_EDU-MPM_-PET00,C_EDU-MPM_-PET00_DEMO,-,C_EDU-MPM
BASE,NI,OTH,C_EDU-MPM_-PET00,C_EDU-MPM_-PET00_NRGI,-,COMPET
BASE,NI,OTH,C_EDU-MPS_-ELC00,C_EDU-MPS_-ELC00_DEMO,-,C_EDU-MPS
BASE,NI,OTH,C_EDU-MPS_-ELC00,C_EDU-MPS_-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-MPS_-PET00,C_EDU-MPS_-PET00_DEMO,-,C_EDU-MPS
BASE,NI,OTH,C_EDU-MPS_-PET00,C_EDU-MPS_-PET00_NRGI,-,COMPET
BASE,NI,OTH,C_EDU-OTH_ELEC-ELC00,C_EDU-OTH_ELEC-ELC00_DEMO,-,C_EDU-OTH
BASE,NI,OTH,C_EDU-OTH_ELEC-ELC00,C_EDU-OTH_ELEC-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-RF_Refriger-ELC00,C_EDU-RF_Refriger-ELC00_DEMO,-,C_EDU-RF
BASE,NI,OTH,C_EDU-RF_Refriger-ELC00,C_EDU-RF_Refriger-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-SC_AirHP-ELC00,C_EDU-SC_AirHP-ELC00_DEMO,-,C_EDU-SC
BASE,NI,OTH,C_EDU-SC_AirHP-ELC00,C_EDU-SC_AirHP-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-SH_AIRHP-ELC00,C_EDU-SH_AIRHP-ELC00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_AIRHP-ELC00,C_EDU-SH_AIRHP-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-SH_Boiler-COA00,C_EDU-SH_Boiler-COA00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_Boiler-COA00,C_EDU-SH_Boiler-COA00_NRGI,-,COMCOA
BASE,NI,OTH,C_EDU-SH_Boiler-DSL00,C_EDU-SH_Boiler-DSL00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_Boiler-DSL00,C_EDU-SH_Boiler-DSL00_NRGI,-,COMDSL
BASE,NI,OTH,C_EDU-SH_Boiler-FOL00,C_EDU-SH_Boiler-FOL00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_Boiler-FOL00,C_EDU-SH_Boiler-FOL00_NRGI,-,COMFOL
BASE,NI,OTH,C_EDU-SH_Boiler-NGA00,C_EDU-SH_Boiler-NGA00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_Boiler-NGA00,C_EDU-SH_Boiler-NGA00_NRGI,-,COMNGA
BASE,NI,OTH,C_EDU-SH_Burner-NGA00,C_EDU-SH_Burner-NGA00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_Burner-NGA00,C_EDU-SH_Burner-NGA00_NRGI,-,COMNGA
BASE,NI,OTH,C_EDU-SH_RH-ELC00,C_EDU-SH_RH-ELC00_DEMO,-,C_EDU-SH
BASE,NI,OTH,C_EDU-SH_RH-ELC00,C_EDU-SH_RH-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-WH_Boiler-COA00,C_EDU-WH_Boiler-COA00_DEMO,-,C_EDU-WH
BASE,NI,OTH,C_EDU-WH_Boiler-COA00,C_EDU-WH_Boiler-COA00_NRGI,-,COMCOA
BASE,NI,OTH,C_EDU-WH_Cylinder-ELC00,C_EDU-WH_Cylinder-ELC00_DEMO,-,C_EDU-WH
BASE,NI,OTH,C_EDU-WH_Cylinder-ELC00,C_EDU-WH_Cylinder-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_EDU-WH_Cylinder-NGA00,C_EDU-WH_Cylinder-NGA00_DEMO,-,C_EDU-WH
BASE,NI,OTH,C_EDU-WH_Cylinder-NGA00,C_EDU-WH_Cylinder-NGA00_NRGI,-,COMNGA
BASE,NI,OTH,C_HLTH-LT_FLU-ELC00,C_HLTH-LT_FLU-ELC00_DEMO,-,C_HLTH-LT
BASE,NI,OTH,C_HLTH-LT_FLU-ELC00,C_HLTH-LT_FLU-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-LT_INC-ELC00,C_HLTH-LT_INC-ELC00_DEMO,-,C_HLTH-LT
BASE,NI,OTH,C_HLTH-LT_INC-ELC00,C_HLTH-LT_INC-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-LT_LED-ELC00,C_HLTH-LT_LED-ELC00_DEMO,-,C_HLTH-LT
BASE,NI,OTH,C_HLTH-LT_LED-ELC00,C_HLTH-LT_LED-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-MPM_-DSL00,C_HLTH-MPM_-DSL00_DEMO,-,C_HLTH-MPM
BASE,NI,OTH,C_HLTH-MPM_-DSL00,C_HLTH-MPM_-DSL00_NRGI,-,COMDSL
BASE,NI,OTH,C_HLTH-MPM_-PET00,C_HLTH-MPM_-PET00_DEMO,-,C_HLTH-MPM
BASE,NI,OTH,C_HLTH-MPM_-PET00,C_HLTH-MPM_-PET00_NRGI,-,COMPET
BASE,NI,OTH,C_HLTH-MPS_-ELC00,C_HLTH-MPS_-ELC00_DEMO,-,C_HLTH-MPS
BASE,NI,OTH,C_HLTH-MPS_-ELC00,C_HLTH-MPS_-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-OTH_ELEC-ELC00,C_HLTH-OTH_ELEC-ELC00_DEMO,-,C_HLTH-OTH
BASE,NI,OTH,C_HLTH-OTH_ELEC-ELC00,C_HLTH-OTH_ELEC-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-PH_Boiler-COA00,C_HLTH-PH_Boiler-COA00_DEMO,-,C_HLTH-PH
BASE,NI,OTH,C_HLTH-PH_Boiler-COA00,C_HLTH-PH_Boiler-COA00_NRGI,-,COMCOA
BASE,NI,OTH,C_HLTH-PH_Boiler-NGA00,C_HLTH-PH_Boiler-NGA00_DEMO,-,C_HLTH-PH
BASE,NI,OTH,C_HLTH-PH_Boiler-NGA00,C_HLTH-PH_Boiler-NGA00_NRGI,-,COMNGA
BASE,NI,OTH,C_HLTH-PH_RH-ELC00,C_HLTH-PH_RH-ELC00_DEMO,-,C_HLTH-PH
BASE,NI,OTH,C_HLTH-PH_RH-ELC00,C_HLTH-PH_RH-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-RF_Refriger-ELC00,C_HLTH-RF_Refriger-ELC00_DEMO,-,C_HLTH-RF
BASE,NI,OTH,C_HLTH-RF_Refriger-ELC00,C_HLTH-RF_Refriger-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-SC_AIRHP-ELC00,C_HLTH-SC_AIRHP-ELC00_DEMO,-,C_HLTH-SC
BASE,NI,OTH,C_HLTH-SC_AIRHP-ELC00,C_HLTH-SC_AIRHP-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-SH_AIRHP-ELC00,C_HLTH-SH_AIRHP-ELC00_DEMO,-,C_HLTH-SH
BASE,NI,OTH,C_HLTH-SH_AIRHP-ELC00,C_HLTH-SH_AIRHP-ELC00_NRGI,-,COMELC
BASE,NI,OTH,C_HLTH-SH_Boiler-COA00,C_HLTH-SH_Boiler-COA00_DEMO,-,C_HLTH-SH
BASE,NI,OTH,C_HLTH-SH_Boiler-COA00,C_HLTH-SH_Boiler-COA00_NRGI,-,COMCOA
BASE,NI,OTH,C_HLTH-SH_Boiler-DSL00,C_HLTH-SH_Boiler-DSL00_DEMO,-,C_HLTH-SH
BASE,NI,OTH,C_HLTH-SH_Boiler-DSL00,C_HLTH-SH_Boiler-DSL00_NRGI,-,COMDSL
BASE,NI,OTH,C_HLTH-SH_Boiler-NGA00,C_HLTH-SH_Boiler-NGA00_DEMO,-,C_HLTH-SH
BASE,NI,OTH,C_HLTH-SH_Boiler-NGA00,C_HLTH-SH_Boiler-NGA00_NRGI,-,COMNGA
